id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
1303,13,48,,1,"By all means, Tsukihi desires to make the truth of this matter clearly understood by the whole world.",Tsukihi niwa kono shinjitsu o sekaiju e   dozo shikkari shochi sashitai,月日にハこのしんぢつをせかいぢうへ,どふぞしいかりしよちさしたい,月日にはこの真実を世界中へ   どうぞ確り承知さしたい,"I, Tsukihi, earnestly desire to make people of the whole world clearly understand this truth."
1304,13,49,,1,"If only this is clearly understood, the root of rebellion will be cut off.",kore saika tashikani shochi shita naraba   muhon no ne wa kirete shimau ni,これさいかたしかにしよちしたならば,むほんのねへわきれてしまうに,これさいか確かに承知したならば   謀反の根は切れてしまうに,"If only you can clearly understand this truth, the root of rebellion shall be entirely cut off."
1305,13,50,,1,Tsukihi sincerely desires only to end the wars among those on the high mountains.,Tsukihi yori shinjitsu omou takayama no   tatakai saika osametaru nara,月日よりしんぢつをもう高山の,たゝかいさいかをさめたるなら,月日より真実思う高山の   戦いさいか治めたるなら,"I, Tsukihi, sincerely desire to settle the war among the people on the high mountains."
1306,13,51,,1,By what means can they be ended? If only you set forth on the Joyous Service...,kono moyo doshita naraba osamaro   Yoki-zutome ni detaru koto nara,このもよふどふしたならばをさまろふ,よふきづとめにでたる事なら,この模様どうしたならば治まろう   陽気勤めに出たる事なら,"With what arrangements can it be settled? Peace shall come, if only you go forth to perform the Yoki-Zutome, the Joyous Service."
1307,13,52,,1,Do not wonder from whose mind these words come. They are solely from the mind of Tsukihi.,kono kokoro tare ga yu towa omouna yo   Tsukihi no kokoro bakari naru zo ya,この心たれがゆうとハをもうなよ,月日の心ばかりなるぞや,この心誰が言うとは思うなよ   月日の心ばかりなるぞや,Never wonder from whom these words come! They come from none other than the mind of Tsukihi.
1308,13,53,,1,"It is difficult to do this Service because of the high mountains, but God gives you firm assurance.",kono Tsutome takayama nitewa mutsukashii   Kami ga shikkari hikiuke o suru,このつとめ高山にてハむつかしい,神がしいかりひきうけをする,この勤め高山にては難しい   神が確り引き受けをする,This Service may be interfered with by those on the high mountains. But God will assuredly take charge of its performance.
1309,13,54,,1,"This time, in all matters, I shall truly give you My firm assurance and shall work.",konotabi wa donna koto demo shinjitsu ni   tashika ukeyai hataraki o suru,このたびわどんな事でもしんちつに,たしかうけやいはたらきをする,この度はどんな事でも真実に   確か請け合い働きをする,"This time I will truly and assuredly guarantee it and work My omnipotence, despite whatever kinds of things that may occur."
1310,13,55,,,"When God goes forth and works throughout the world, there will be nothing to fear in doing any Service.",Kami ga dete sekaiju o hatarakeba   donna Tsutome mo kowami nai zo ya,神がでゝせかいぢううをはたらけば,どんなつとめもこハみないぞや,神が出て世界中を働けば   どんな勤めも怖み無いぞや,"When I, God, rush out to the fore and work all over the world, any and every Service can be performed without fear."
1311,13,56,,,"Listen! Though the high mountains, boastful, have done as they pleased to the low valleys,",shikato kike takayama ya tote tanisoko o   mamani shirareta koto de aredomo,しかときけ高山やとてたにそこを,まゝにしられた事であれども,確と聞け高山やとて谷底を   侭にしられた事で有れども,"Listen attentively! Although the people on the high mountains have hitherto done as they please to the people at the bottoms of the valleys,"
1312,13,57,,,"From now on, Tsukihi shall come out in their place. Let them try to do as they please if they dare.",korekara wa Tsukihi kawari ni deru hodoni   mamani shiyo nara sureba shite miyo,これからわ月日かハりにでるほどに,まゝにしよならすればしてみよ,これからは月日代わりに出る程に   侭にしようならすればして見よ,"From now on, I, Tsukihi, will go forth instead of them. Let them act as they please, if they think it possible!"
1313,13,58,,,"Everything will be different from what it has been until now. From now on, it will be as God intends.",imamade to nanika monku ga chigau de na   korekara saki wa Kami no mama ya de,いまゝでとなにかもんくがちがうてな,これからさきハ神のまゝやで,今迄と何か文句が違うでな   これから先は神の侭やで,"The state of everything shall be changed from what it has been so far. In the future everything shall be realized as I, God, intend."
1314,13,59,,,Perhaps no one knows the intention of Tsukihi in descending from Heaven.,Tsukihi yori amakudari taru kokoro na   nanno koto yara tare mo shiromai,月日よりあまくだりたる心な,なんの事やらたれもしろまい,月日より天下りたる心はな   何の事やら誰も知ろまい,"Perhaps no one knows My intention, why I, God, have descended from Heaven."
1315,13,60,,,"First, to help those who grow crops, I desired to teach you on the matter of the fertilizer.",daiichi wa ryuke tsukuru o tasuketasa   koe ichijo o oshietai kara,大一わりゆうけつくるをたすけたさ,こゑ一ぢよふをしへたいから,第一は立毛作るを救けたさ   肥一条を教えたいから,"First, to help you cultivate crops, I desired to teach you on the matter of the fertilizer."
1316,13,61,,,Do not wonder why the fertilizer is effective. If only God accepts your mind...,koe demo na doshite kiku to omouna yo   kokoro o Kami ga uketorita nara,こゑてもなどふしてきくとをもうなよ,こゝろを神がうけとりたなら,肥でもなどうして効くと思うなよ   心を神が受け取りたなら,"Never wonder why the divine fertilizer is so effective! If only I, God, accept your mind,"
1317,13,62,,,"Though God has been speaking the truth until now, even those within only have doubts.",imamade wa shinjitsu Kami ga yute aredo   uchi kara shitemo utagau bakari,いまゝてハしんぢつ神がゆてあれど,うちからしてもうたがうはかり,今迄は真実神が言うて有れど   内からしても疑うばかり,"Although I, God, have hitherto been speaking the truth, even you familiar with me have always entertained a doubt."
1318,13,63,,,"This time, do not doubt whatever I say. If you doubt, Tsukihi will withdraw.",konotabi wa nani o yutemo utagau na   kore utagaeba Tsukihi shirizoku,此のたびハなにをゆうてもうたがうな,これうたがへば月日しりぞく,この度は何を言うても疑うな   これ疑えば月日退く,"This time, never doubt whatever I say! If you doubt, I, God, will withdraw."
1319,13,64,,,"I repeat this to you tediously. If you doubt, you will truly repent it.",kono koto wa akudoi hodomo yute oku   kore utagaeba makoto kokwai,この事ハあくどいほともゆうてをく,これうたがへばまことこふくハい,この事はあくどい程も言うて置く   これ疑えば誠後悔,"This matter I repeat to you so tediously that it may seem excessive. If you doubt it, you will indeed repent of it."
1320,13,65,,,What Tsukihi has once said will never become false through all time.,Tsukihi yori ichido yute oita koto   itsu ni naritemo chigau koto nashi,月日より一どふゆうてをいた事,いつになりてもちがう事なし,月日より一度言うて置いた事   何時になりても違う事無し,"What I, Tsukihi, have once said shall never fail forever."
1321,13,66,,,"Until now, all of you have only doubted whatever Tsukihi said, always erasing it by your words.",imamade wa Tsukihi nani goto yuta tote   mina utagote yuikesu bakari,いまゝでわ月日なに事ゆうたとて,みなうたごふてゆいけすばかり,今迄は月日何事言うたとて   皆疑うて言う消すばかり,"Until now, whatever I, Tsukihi, may have said, all of you have only doubted and always put it out with your words."
1322,13,67,,,"For Tsukihi, this is the greatest regret. I shall correct this matter by all means.",Tsukihi niwa daiichi kore ga zannen na   nandemo kore o shikato kimeru de,月日にハ大一これがざんねんな,なんでもこれをしかときめるで,月日には第一これが残念な   何でもこれを確と決めるで,This is the prime regret of Tsukihi. By all means I will settle this matter definitely.
1323,13,68,,,"From now on, you must not turn away from whatever Tsukihi says. You must lean on God.",korekara wa Tsukihi yu koto nani goto mo   somukan yoni Kami ni motare yo,これからハ月日ゆう事なに事も,そむかんよふに神にもたれよ,これからは月日言う事何事も   背かん様に神に凭れよ,"Henceforth never go against whatever I, Tsukihi, say! You must lean upon God."
1324,13,69,,,"Then I, God, shall truly give you My firm assurance and shall work.",shitaru nara Kami no ho nimo shinjitsu ni   tashika hikiuke hataraki o suru,したるなら神のほふにもしんちつに,たしかひきうけはたらきをする,したるなら神の方にも真実に   確か引き受け働きをする,"If you do so, on My side I, God, will surely take charge of and manifest My working."
1325,13,70,,,"As Tsukihi persuades you to such a degree, if your mind is in error, I shall withdraw at once.",Tsukihi niwa kora hodo kudoki tsumeru kara   kokoro chigaeba suguni shirizoku,月日にハこらほどくどきつめるから,心ちがゑばすぐにしりぞく,月日にはこら程口説き詰めるから   心違えば直ぐに退ぞく,"As I, Tsukihi, have repeatedly tried to persuade you to this degree; if your mind should err, I will withdraw at once."
1326,13,71,1,,"If your mind is truly sincere, there will never be a failure in any salvation.",shinjitsu ni kokoro ni makoto aru naraba   donna tasuke mo chigau koto nashi,しんちつに心にまことあるならば,どんなたすけもちがう事なし,真実に心に誠有るならば   どんな救けも違う事無し,"If there is true sincerity in your mind, any and every salvation shall be realized without fail."
1327,13,72,,,"Hereafter, in order that there be no failure in the fertilizer for the crops, please understand Me clearly.",konosaki wa ryuke no koe o chigawan yo   dozo shikkari shochi shite kure,このさきハりゆけのこへをちがハんよ,どふぞしいかりしよちしてくれ,この先は立毛の肥を違わん様   どうぞ確り承知して呉れ,Henceforth you must clearly understand My teachings and not err in the fertilizer for the crops.
1328,13,73,,,"From today, I shall begin to tell you the thoughts of Tsukihi on all matters whatever.",kyokara wa Tsukihi no omou koto oba na   dono yona koto mo mina yuikakeru,けふからわ月日のをもう事をばな,どのよな事もみなゆいかける,今日からは月日の思う事をばな   どの様な事も皆言い掛ける,"From today I will begin to speak any and everything which I, Tsukihi, am intending."
1329,13,74,,,"Though even until now I have told you almost everything, I have not yet told you Tsukihi's intention.",imamade mo taite hanashi mo toitaredo   Tsukihi omowaku mada yute nai,いまゝでもたいてはなしもといたれど,月日をもハくまだゆうてない,今迄も大抵話も説いたれど   月日思惑未だ言うて無い,"Until now I have already told you almost everything. Yet I, Tsukihi, have not told of My intention."
1330,13,75,,,"From now on, whatever talks I may give, never think that they are false.",korekara wa donna hanashi o shitaru tomo   kore o kanarazu uso to omouna,これからハどんなはなしをしたるとも,これをかならすうそをもうな,これからはどんな話をしたるとも   これを必ず嘘と思うな,"Henceforth, whatever I may tell you, never take it to be false!"
1331,13,76,,,"There is no knowing what I shall say, for the mind of Tsukihi hastens.",dono yona koto o yu yara shiren de na   Tsukihi no kokoro sete iru kara,どのよふな事をゆうやらしれんてな,月日の心せゑているから,どの様な事を言うやら知れんでな   月日の心急いて居るから,"There is no knowing whatever kinds of things I will say, because the mind of Tsukihi hastens impatiently."
1332,13,77,,,"What do you think My thoughts are about? They are about Nihon, Kara, and Tenjiku.",kono kokoro doyu koto ni omou kana   nihon mo kara mo tenjiku made mo,この心どふゆう事にをもうかな,にほんもからもてんちくまでも,この心どういう事に思うかな   日本も唐も天竺迄も,"What do you think of this mind? I, Tsukihi, hasten to save equally all the people in the regions where My teachings spread early, later and last."
1333,13,78,,,"Though there are many leagues in between, I shall work even in a single night.",kono aida michinori yohodo aru keredo   ichiya no ma nimo hataraki o suru,このあいだみちのりよほどあるけれど,いちやのまにもはたらきをする,この間道程余程有るけれど   一夜の間にも働きをする,"Although there is a long distance to cover, I will work My omnipotence even in a single night."
1334,13,79,,,What are you humans thinking of this talk? Your bodies are things lent by Tsukihi and you are all children of Mine.,kono hanashi ningen nanto omote iru   Tsukihi kashimono mina waga kodomo,このはなしにんけんなんとをもている,月日かしものみなわがこども,この話人間何と思うて居る   月日貸し物皆我が子供,What are you human beings thinking of this talk? All of your bodies are things which I have lent and you are all My children.
1335,13,80,,,"So long as Tsukihi keeps still, there will be no hope of a settling.",itsumade mo Tsukihi jikkuri shite ireba   itsu ni naritemo osamaru me nashi,いつまでも月日ぢいくりしていれば,いつになりてもをさまるめなし,何時迄も月日じっくりしていれば   何時になりても治まる目無し,"If I, Tsukihi, keep still without hurry, peace shall never come."
1336,13,81,,,"Therefore, Tsukihi will go forth to work. There is no one who knows where I shall go.",soreyue ni Tsukihi dekakeru hataraki ni   doko e deru yara shirita mono nashi,それゆへに月日でかけるはたらきに,とこへでるやらしりたものなし,それ故に月日出掛ける働きに   何処へ出るやら知りた者無し,"Therefore I, Tsukihi, will go forth and manifest My working. No one can foresee where I am going to work."
1337,13,82,,,I say that I shall purify all minds throughout the world. Never think of it as a small matter.,sekaiju kokoro sumasu to yu kara wa   chotto no koto ya to sarani omouna,せかいぢう心すますとゆうからわ,一寸の事やとさらにをもうな,世界中心澄ますと言うからは   一寸の事やと更に思うな,I say that I will purify the minds throughout the world. Do not think that this is a trivial matter!
1338,13,83,,,"In whatever matters, if the innermost heart of each of you is purified, there will be no danger.",dono yona koto demo meme mune no uchi   sumashita naraba abunaki wa nai,どのよふな事てもめへ／＼むねのうち,すましたならばあふなきわない,どの様な事でも銘々胸の内   澄ましたならば危な気は無い,"Whatever kinds of things may occur, if each of you has purified your innermost heart, there shall be nothing dangerous."
1339,13,84,,,"Day after day, the thought of Tsukihi is only to wait for a large number of people to come to Me step by step.",dandan to Tsukihi nichinichi omowaku wa   oku no hito o matsu bakari ya de,たん／＼と月日にち／＼をもハくわ,をふくの人をまつばかりやで,段々と月日日々思惑は   多くの人を待つばかりやで,"Step by step and day after day, the intention of Tsukihi is only to wait expecting a huge number of people to gather."
1340,13,85,1,,The reason I am waiting for these people is that I desire to save all of My children in the world.,kono hito o doyu koto de matsu naraba   ichiretsu waga ko tasuketai kara,この人をどふゆう事でまつならば,一れつわがこたすけたいから,この人をどういう事で待つならば   一列我が子救けたいから,You may wonder why I am waiting so eagerly for them. It is because I desire to save all of My children.
1341,13,86,,,You cannot know what a marvelous path will come into sight this year.,kotoshi niwa donna mezurashi michisuji ga   miete kuru yara kore shiren de na,ことしにハどんなめづらしみちすじが,みゑてくるやらこれしれんてな,今年にはどんな珍し道筋が   見えて来るやらこれ知れんでな,It is impossible to know beforehand what a remarkable way shall come into sight this year.
1342,13,87,,,"No matter how I try to tell you the truth by words, there is no one who understands.",kuchi saki de nanbo shinjitsu yuta tote   tare ka kikiwake suru mono wa nai,口さきでなんほしんちつゆうたとて,たれかきゝわけするものハない,口先で何ぼ真実言うたとて   誰か聞き分けする者は無い,"However earnestly I may try to persuade you of the truth by mouth, no one listens and understands Me."
1343,13,88,,,"Therefore, Tsukihi will at this time demonstrate the truth for you in all matters.",soreyue ni Tsukihi konotabi dono yona   koto mo shinjitsu mina shite miseru,それゆへに月日このたびどのよふな,事もしんちつみなしてみせる,それ故に月日この度どの様な   事も真実皆して見せる,"Therefore this time I, Tsukihi, will realize any and every-thing to show you."
1344,13,89,,,"Whatever I do, never think that there is any human mind mixed in it.",dono yona koto o shitaru mo ningen no   kokoro majiru to sarani omouna,どのよふな事をしたるもにんけんの,心まぢるとさらにをもうな,どの様な事をしたるも人間の   心混じると更に思うな,"Whatever I may do, you must not think that there is any human mind mixed in it."
1345,13,90,,,Tsukihi cannot bear to look on any longer. That is why I shall work in all matters.,Tsukihi niwa amari shinjitsu mikaneru de   sokode dono yona koto mo suru no ya,月日にハあまりしんぢつみかねるで,そこでとのよな事もするのや,月日には余り真実見兼ねるで   そこでどの様な事もするのや,"I, Tsukihi, can no longer remain a mere spectator, so I am going to work whatever kinds of things."
1346,13,91,,,"However strong or youthful you may be, never think that such a condition is reliable.",ika hodono goteki tarumo wakaki demo   kore o tayori to sarani omouna,いかほどのごうてきたるもハかきても,これをたよりとさらにをもうな,如何程の強敵たるも若きでも   これを頼りと更に思うな,"However strong or youthful you may be, never think that such a condition is reliable!"
1347,13,92,,,"At this time, God is openly revealed and speaks to you freely without restriction.",konotabi wa Kami ga omote i arawarete   juyojizai ni hanashi suru kara,このたびハ神がをもていあらハれて,ぢうよぢざいにはなしするから,この度は神が表へ現れて   自由自在に話するから,"This time I, God, reveal Myself to the fore, and speak to you freely and unrestrictedly."
1348,13,93,,,"As I shall work in truth in all matters, your innermost heart will, of itself, be made clear.",donoyo na koto mo shinjitsu suru kara wa   mune no uchi yori hitori sumikiru,どのよふな事もしんぢつするからハ,むねのうちよりひとりすみきる,どの様な事も真実するからは   胸の内より独り澄み切る,"As I manifest any and everything truly and really, all of you shall become naturally purified from your innermost hearts."
1349,13,94,,,"Until now, all humankind has been pondering only with the human mind.",imamade wa ichiretsu wa mina ningen no   kokoro bakari de shiyan shitaredo,いまゝでわ一れつハみなにんけんの,心ばかりてしやんしたれど,今迄は一列は皆人間の   心ばかりで思案したれど,Until now all of you have been pondering only with human thoughts.
1350,13,95,,,"This time, there is no need at all to ponder with the human mind on any matter.",konotabi wa dono yona koto mo ningen no   kokoro shiyan wa sarani iran de,このたびわどのよな事もにんけんの,心しやんわさらにいらんで,この度はどの様な事も人間の   心思案は更に要らんで,"This time there is no need at all to ponder with human thoughts, on whatever kinds of things."
1351,13,96,,,"I shall tell you any and everything. Whatever I say, never take it to be false.",nanimo kamo dono yona koto mo yute oku   nani o yutemo uso to omouna,なにもかもとのよな事もゆうてをく,なにをゆうてもうそとをもうな,何もかもどの様な事も言うて置く   何を言うても嘘と思うな,"I will tell you any and everything beforehand. Never take it to be a falsehood, whatever I may say!"
1352,13,97,,,"Whatever kind of people may be rampant on the high mountains, no one knows the truth.",takayama de dono yona mono ga habikaru mo   kono shinjitsu o tare mo shiromai,高山でとのよなものがはびかるも,このしんちつをたれもしろまい,高山でどの様な者が蔓延るも   この真実を誰も知るまい,Whatever kind of people may be rampant on the high mountains perhaps no one knows the true meaning of it.
1353,13,98,,1,"Wherever you may be, Tsukihi clearly sees your innermost heart.",Tsukihi niwa donna tokoro ni iru mono mo   mune no uchi oba shikato mite iru,月日にわどんなところにいるものも,むねのうちをばしかとみている,月日にはどんな所に居る者も   胸の内をば確と見て居る,"I, Tsukihi, clearly see your innermost hearts, wherever you may be."
1354,13,99,,1,"If your innermost heart accords with the mind of Tsukihi, I shall exert Myself in your favor forever.",mune no uchi Tsukihi kokoro ni kanotara   itsu made nari to shikato funbaru,むねのうち月日心にかのふたら,いつまでなりとしかとふんばる,胸の内月日心に適うたら   何時迄なりと確と踏ん張る,"If only your innermost heart is in accordance with the mind of Tsukihi, I will firmly exert Myself to protect you forever."
1355,13,100,,,The mind of Tsukihi hastens day after day. Yet there is no understanding in the minds of you close to Me.,Tsukihi yori nichinichi kokoro sekikomedo   soba no kokoro ni wakari nai node,月日よりにち／＼心せきこめど,そばの心にわかりないので,月日より日々心急き込めど   側の心に分かり無いので,"Although the mind of Tsukihi hastens so impatiently day by day, the minds of you close to Me do not understand it."
1356,13,101,,,"What do you think My hastening is about? If you grow crops, you may be in need of water.",sekikomi mo nanino koto ya to omou kana   ryuke tsukureba mizu ga hoshikaro,せきこみもなにの事やとをもうかな,りゆけつくれば水がほしかろ,急き込みも何の事やと思うかな   立毛作れば水が欲しかろ,"On what matter do you think I hasten? When you grow crops, you may be in need of water."
1357,13,102,,,"In the minds of all of you, with what thoughts are you pondering over this talk?",kono hanashi mina ichiretsu no kokoro niwa   nanto omote shiyan shite iru,このはなしみな一れつの心にわ,なんとをもふてしやんしている,この話皆一列の心には   何と思うて思案して居る,With what thoughts are the minds of all of you thinking over this talk?
1358,13,103,,,Tsukihi desires first to help you in your needs. That is why I speak of all things whatever.,Tsukihi niwa daiichi kore o tasuketasa   sokode dono yona koto mo yu no ya,月日にわ大一これをたすけたさ,そこでどのよな事もゆうのや,月日には第一これを救けたさ   そこでどの様な事も言うのや,"I, Tsukihi, desire to save you first from those hardships. Thereupon I say whatever kinds of things."
1359,13,104,,,"No matter how Tsukihi tries to persuade you of all matters, no one listens to My words as the truth.",nanimo kamo Tsukihi ika hodo kudoitemo   makoto ni kiite kureru mono nashi,なにもかも月日いかほどくどいても,まことにきいてくれるものなし,何もかも月日如何程口説いても   誠に聞いて呉れる者無し,"On whatever kinds of things, however repeatedly I may try to persuade, no one listens to My words as the truth."
1360,13,105,,,"Therefore, the regret and anger of Tsukihi have piled up like a mountain.",soreyue ni Tsukihi no zanen rippuku ga   yamayama tsumori kasanarite aru,それゆへに月日のざねんりいふくが,山／＼つもりかさなりてある,それ故に月日の残念立腹が   山々積り重なりて有る,Therefore the regret and anger of Tsukihi has piled up like a mountain.
1361,13,106,,,"Until now, as the month and day has not yet come, I have been keeping still.",imamade wa Tsukihi kitaran soreyue ni   jitto shite ita koto de aredomo,いまゝでわ月日きたらんそれゆへに,ぢいとしていた事であれども,今迄は月日来たらんそれ故に   じっとして居た事で有れども,"Until now months and days have not yet come, so I have continued to keep still."
1362,13,107,,,"This time, as the time is pressing, I shall quickly begin any work whatever.",konotabi wa mo hi ga tsunde aru kara na   donna shigoto mo hayaku kakaru de,このたびわもふひがつんであるからな,とんなしごともはやくかゝるで,この度はもう日が詰んで有るからな   どんな仕事も早く掛かるで,"But this time, as the day is pressing, I will quickly begin whatever kind of work."
1363,13,108,,,"Hereafter, on whatever path you may find yourself, never bear a grudge against others. Reproach yourself.",konosaki wa dono yona michi ga aru totemo   hito o uramina waga mi urami ya,このさきわどのよなみちがあるとても,人をうらみなハがみうらみや,この先はどの様な道が有るとても   人を恨みな我が身恨みや,"Henceforth, whatever kinds of ways may appear, never bear a grudge against others, but only reproach yourself!"
1364,13,109,,,This talk is not for a particular place. It is for the high mountains as well as for the low valleys.,kono hanashi doko no koto tomo yuwan de na   takayama nitemo tanisoko made mo,このはなしとこの事ともゆハんでな,高山にてもたにそこまても,この話何処の事とも言わんでな   高山にても谷底迄も,"I never make this talk, indicating anyone in particular. It applies equally to both the people on the high mountains and the people at the bottoms of the valleys."
1365,13,110,,,Everything I say is from My desire to save you. That is the reason for My various and repeated persuasions.,dono yona koto o yu no mo tasuketasa   sokode iroiro kudoki tsumeta de,どのよふな事をゆうのもたすけたさ,そこていろ／＼くどきつめたで,どの様な事を言うのも救けたさ   そこで色々口説き詰めたで,It is simply because I desire to save all of you that I say whatever kinds of things. Therefore I have earnestly tried to persuade you to My utmost in various ways.
1366,13,111,,,"Hereafter, know that in whatever I say and in whatever matters, I say nothing evil.",konosaki wa nani o yutemo dono yona   koto demo ashiki koto wa yuwan de,このさきわなにをゆうてもとのよふな,事でもあしき事わゆハんで,この先は何を言うてもどの様な   事でも悪しき事は言わんで,"Henceforth, whatever kinds of things I may say, I will never speak of anything evil."
1367,13,112,,,The reason I admonished you step by step is only that I hasten for your true salvation.,shinjitsu no tasuke bakari o seku karani   sokode dandan iken shita no ya,しんぢつのたすけばかりをせくからに,そこでたん／＼いけんしたのや,真実の救けばかりを急くからに   そこで段々意見したのや,"As I am hastening single-heartedly the true salvation, I have often admonished you."
1368,13,113,,,"Once your mind has become truly purified, I shall quickly teach you the means to salvation.",shinjitsu ni kokoro sumashita sono ue wa   tasukeru moyo hayaku oshieru,しんぢつに心すましたそのゆへわ,たすけるもよふはやくをしへる,真実に心澄まするその故は   救ける模様早く教える,"After you have truly purified your minds, I will quickly teach you the way of salvation."
1369,13,114,,,To explain what this salvation is about: it is the Service for the protection against smallpox.,kono tasuke doyu koto de aru naraba   hoso sen yono Mamori Tsutome o,このたすけどふゆう事であるならば,ほふそせんよのまむりつとめを,この救けどういう事で有るならば   疱瘡せん様の守り勤めを,"You may wonder what salvation this is. It is the Service for the Mamori, the Amulet, to protect you against smallpox."
1370,13,115,,,"Another salvation: I desire quickly to give you the Proof-Amulet that protects you from illness, death, and weakening.",mata tasuke yamazu shinazu ni yowaran no   Shoko Mamori o hayaku yaritai,またたすけやますしなずによハらんの,しよこまむりをはやくやりたい,また救け病まず死なずに弱らんの   証拠守りを早くやりたい,"One more salvation: I desire quickly to bestow on you the Shoko-Mamori, the Amulet in proof of returning to the Jiba, to protect you against falling ill, dying or becoming weak."
1371,13,116,,,"As I am hastening universal salvation, I shall work in all matters according to your mind.",nanimo kamo yorozu tasuke o seku karani   kokoro shidai ni donna koto demo,なにもかもよろづたすけをせくからに,心したいにどんな事ても,何もかも万救けを急くからに   心次第にどんな事でも,"As I am impatiently hastening any and every salvation,I will save you on whatever things in accordance with your mind."
1372,13,117,,,"All humankind, everything depends on the heart of each of you. There is nothing that cannot be realized.",ichiretsu wa mina meme no mune shidai   donna koto oga kanawan de nashi,一れつわみなめへ／＼のむねしだい,どんな事をがかなハんてなし,一列は皆銘々の胸次第   どんな事をが叶わんで無し,"Accordingly as each and every heart becomes sincere, there is no prayer which will not be heard."
1373,13,118,,,"About the prayer for rain, though God has not said anything yet in truth,",amagoi mo imamade Kami ga shinjitsu ni   nanimo yutaru koto wa nakeredo,あまごいもいまゝで神がしんぢつに,なにもゆうたる事わなけれど,雨乞いも今迄神が真実に   何も言うたる事は無けれど,"Although I have not yet told you about the prayer for rain truly,"
1374,13,119,,,"This time, if you come seeking to Me, I shall tell you all the truth of all matters.",konotabi wa dono yona koto mo shinjitsu o   tazune kuru nara mina yute kikasu,このたびハとのよな事もしんぢつを,たづねくるならみなゆてきかす,この度はどの様な事も真実を   尋ね来るなら皆言うて聞かす,"This time, if you come to Me, I will teach you any and every truth."
1375,13,120,,,"Whatever it may be, Tsukihi will never say that it cannot be realized. It all depends on the mind of each of you.",Tsukihi niwa nani kanawan to yuwan de na   mina meme no kokoro shidai ya,月日にハなにかなハんとゆハんてな,みなめへ／＼の心したいや,月日には何叶わんと言わんでな   皆銘々の心次第や,"I, Tsukihi, will never say that any prayer will not be heard. It depends all upon the mind of each and everyone of you."
1376,14,1,,,"Whatever you may dream, it is by Tsukihi. Whatever is said, also, is all by Tsukihi.",dono yona yume o miru no mo Tsukihi nari   nani o yu no mo mina Tsukihi ya de,どのよふなゆめをみるのも月日なり,なにをゆうのもみな月日やで,どの様な夢を見るのも月日なり   何を言うのも皆月日やで,"Whatever you may dream, it is the working of Tsukihi. And whatever words Mmay be spoken, they are all working of Tsukihi."
1377,14,2,,,"The mind of Tsukihi hastens day after day, but the minds of you close to Me are only depressed.",Tsukihi yori nichinichi kokoro sekikomedo   soba no kokoro wa izumu bakari de,月日よりにち／＼心せきこめと,そばの心わいづむばかりで,月日より日々心急き込めど   側の心はいずむばかりで,"In spite of the hastening of the mind of Tsukihi, the minds of you close to Me are only hesitant."
1378,14,3,,,Why are you depressed? It is because those in high places know nothing.,izumu no mo doshite izumu koto naraba   kami niwa nanimo shiran yue nari,いつむのもどふしていつむ事ならば,上にハなにもしらんゆへなり,いずむのもどうしていずむ事ならば   上には何も知らん故なり,What is the reason they are so hesitant? It is because the upper people remain entirely ignorant.
1379,14,4,,,"Unaware of this, the whole world follows them in all matters and is depressed.",sekai niwa sore o shirazu ni nani goto mo   mina shitagote izumi iru nari,せかいにハそれをしらすになに事も,みなしたこふていつみいるなり,世界にはそれを知らずに何事も   皆従うていずみ居るなり,"Unaware of this, people of the world follow them in all things."
1380,14,5,,,"For Tsukihi, this is the greatest regret. That is why I do whatever things.",Tsukihi niwa daiichi kore ga zannen na   sokode dono yona koto mo suru no ya,月日にわ大一これがさんねんな,そこでどのよな事もするのや,月日には第一これが残念な   そこでどの様な事もするのや,This is the cause of the prime regret of Tsukihi. Therefore I work whatever kinds of things.
1381,14,6,,1,"The mind of Tsukihi hastens day after day, but I cannot tell of it in words, even should I so desire.",Tsukihi yori nichinichi kokoro seta tote   kuchi dewa domu yu ni yuwaren,月日よりにち／＼心せゑたとで,くちでわとふむゆうにゆハれん,月日より日々心急いたとて   口ではどうも言うに言われん,"However impatiently I, Tsukihi, may hasten day by day, I cannot tell of it by mouth, even though I desire to do so."
1382,14,7,,1,"That is why I put the fragrance even into your dreams. Quickly ponder over it, please.",soreyue ni yume de nari tomo nioigake   hayaku shiyan o shite kureru yo,それゆへにゆめでなりともにをいがけ,はやくしやんをしてくれるよふ,それ故に夢でなりとも匂い掛け   早く思案をして呉れる様,Therefore I put the fragrance even into your dreams. So I request you to begin immediately to ponder over My intention.
1383,14,8,,,This regret of Tsukihi is not something that can be told in words.,Tsukihi niwa kono zannen to yu mono wa   kuchi de yu yona koto de nai zo ya,月日にハこのざんねんとゆうものわ,くちてゆうよな事でないぞや,月日にはこの残念と言うものは   口で言う様な事で無いぞや,This regret of Tsukihi is not so slight as I can tell it by mouth.
1384,14,9,,,"Until today, in My talks on whatever matters, I have taught you various things step by step.",kyomade wa donna hanashi mo dandan to   iroiro toite kitaru naredomo,けふまでわどんなはなしもたん／＼と,いろ／＼といてきたるなれども,今日迄はどんな話も段々と   色々説いて来たるなれども,"Although until today I have taught you whatever kinds of talks one by one in various ways,"
