id,part,verse,in_doctrine,in_life_of_oyasama,en,ro,jp_1,jp_2
1362,13,107,,,"This time, as the time is pressing, I shall quickly begin any work whatever.",konotabi wa mo hi ga tsunde aru kara na   donna shigoto mo hayaku kakaru de,このたびわもふひがつんであるからな,とんなしごともはやくかゝるで
1363,13,108,,,"Hereafter, on whatever path you may find yourself, never bear a grudge against others. Reproach yourself.",konosaki wa dono yona michi ga aru totemo   hito o uramina waga mi urami ya,このさきわどのよなみちがあるとても,人をうらみなハがみうらみや
1364,13,109,,,This talk is not for a particular place. It is for the high mountains as well as for the low valleys.,kono hanashi doko no koto tomo yuwan de na   takayama nitemo tanisoko made mo,このはなしとこの事ともゆハんでな,高山にてもたにそこまても
1365,13,110,,,Everything I say is from My desire to save you. That is the reason for My various and repeated persuasions.,dono yona koto o yu no mo tasuketasa   sokode iroiro kudoki tsumeta de,どのよふな事をゆうのもたすけたさ,そこていろ／＼くどきつめたで
1366,13,111,,,"Hereafter, know that in whatever I say and in whatever matters, I say nothing evil.",konosaki wa nani o yutemo dono yona   koto demo ashiki koto wa yuwan de,このさきわなにをゆうてもとのよふな,事でもあしき事わゆハんで
1367,13,112,,,The reason I admonished you step by step is only that I hasten for your true salvation.,shinjitsu no tasuke bakari o seku karani   sokode dandan iken shita no ya,しんぢつのたすけばかりをせくからに,そこでたん／＼いけんしたのや
1368,13,113,,,"Once your mind has become truly purified, I shall quickly teach you the means to salvation.",shinjitsu ni kokoro sumashita sono ue wa   tasukeru moyo hayaku oshieru,しんぢつに心すましたそのゆへわ,たすけるもよふはやくをしへる
1369,13,114,,,To explain what this salvation is about: it is the Service for the protection against smallpox.,kono tasuke doyu koto de aru naraba   hoso sen yono Mamori Tsutome o,このたすけどふゆう事であるならば,ほふそせんよのまむりつとめを
1370,13,115,,,"Another salvation: I desire quickly to give you the Proof-Amulet that protects you from illness, death, and weakening.",mata tasuke yamazu shinazu ni yowaran no   Shoko Mamori o hayaku yaritai,またたすけやますしなずによハらんの,しよこまむりをはやくやりたい
1371,13,116,,,"As I am hastening universal salvation, I shall work in all matters according to your mind.",nanimo kamo yorozu tasuke o seku karani   kokoro shidai ni donna koto demo,なにもかもよろづたすけをせくからに,心したいにどんな事ても
1372,13,117,,,"All humankind, everything depends on the heart of each of you. There is nothing that cannot be realized.",ichiretsu wa mina meme no mune shidai   donna koto oga kanawan de nashi,一れつわみなめへ／＼のむねしだい,どんな事をがかなハんてなし
1373,13,118,,,"About the prayer for rain, though God has not said anything yet in truth,",amagoi mo imamade Kami ga shinjitsu ni   nanimo yutaru koto wa nakeredo,あまごいもいまゝで神がしんぢつに,なにもゆうたる事わなけれど
1374,13,119,,,"This time, if you come seeking to Me, I shall tell you all the truth of all matters.",konotabi wa dono yona koto mo shinjitsu o   tazune kuru nara mina yute kikasu,このたびハとのよな事もしんぢつを,たづねくるならみなゆてきかす
1375,13,120,,,"Whatever it may be, Tsukihi will never say that it cannot be realized. It all depends on the mind of each of you.",Tsukihi niwa nani kanawan to yuwan de na   mina meme no kokoro shidai ya,月日にハなにかなハんとゆハんてな,みなめへ／＼の心したいや
1376,14,1,,,"Whatever you may dream, it is by Tsukihi. Whatever is said, also, is all by Tsukihi.",dono yona yume o miru no mo Tsukihi nari   nani o yu no mo mina Tsukihi ya de,どのよふなゆめをみるのも月日なり,なにをゆうのもみな月日やで
1377,14,2,,,"The mind of Tsukihi hastens day after day, but the minds of you close to Me are only depressed.",Tsukihi yori nichinichi kokoro sekikomedo   soba no kokoro wa izumu bakari de,月日よりにち／＼心せきこめと,そばの心わいづむばかりで
1378,14,3,,,Why are you depressed? It is because those in high places know nothing.,izumu no mo doshite izumu koto naraba   kami niwa nanimo shiran yue nari,いつむのもどふしていつむ事ならば,上にハなにもしらんゆへなり
1379,14,4,,,"Unaware of this, the whole world follows them in all matters and is depressed.",sekai niwa sore o shirazu ni nani goto mo   mina shitagote izumi iru nari,せかいにハそれをしらすになに事も,みなしたこふていつみいるなり
1380,14,5,,,"For Tsukihi, this is the greatest regret. That is why I do whatever things.",Tsukihi niwa daiichi kore ga zannen na   sokode dono yona koto mo suru no ya,月日にわ大一これがさんねんな,そこでどのよな事もするのや
1381,14,6,,1,"The mind of Tsukihi hastens day after day, but I cannot tell of it in words, even should I so desire.",Tsukihi yori nichinichi kokoro seta tote   kuchi dewa domu yu ni yuwaren,月日よりにち／＼心せゑたとで,くちでわとふむゆうにゆハれん
1382,14,7,,1,"That is why I put the fragrance even into your dreams. Quickly ponder over it, please.",soreyue ni yume de nari tomo nioigake   hayaku shiyan o shite kureru yo,それゆへにゆめでなりともにをいがけ,はやくしやんをしてくれるよふ
1383,14,8,,,This regret of Tsukihi is not something that can be told in words.,Tsukihi niwa kono zannen to yu mono wa   kuchi de yu yona koto de nai zo ya,月日にハこのざんねんとゆうものわ,くちてゆうよな事でないぞや
1384,14,9,,,"Until today, in My talks on whatever matters, I have taught you various things step by step.",kyomade wa donna hanashi mo dandan to   iroiro toite kitaru naredomo,けふまでわどんなはなしもたん／＼と,いろ／＼といてきたるなれども
1385,14,10,,,"But as the day of the appointed time has not yet come, you have seen nothing.",nani yu mo higara kokugen kitaran de   nanimo mietaru koto wa nai node,なにゆうもひがらこくけんきたらんで,なにもみゑたる事わないので
1386,14,11,,,That is why all of you doubt and erase by your words whatever Tsukihi says.,soreyue ni nani o Tsukihi ga yuta tote   mina utagote yuikesu bakari,それゆへになにを月日がゆうたとて,みなうたごふてゆいけすばかり
1387,14,12,,,"For Tsukihi, this is the greatest regret. By all means, I shall clearly reveal what I have said.",Tsukihi niwa daiichi kore ga zannen na   nandemo kore o shikato arawasu,月日にハ大一これがさんねんな,なんでもこれをしかとあらわす
1388,14,13,,,"Though until now there was never a time that whatever I said was immediately seen,",imamade wa donna koto oba yuta tote   suguni mietaru koto wa nakeredo,いまゝでハどんな事をばゆうたとて,すぐにみゑたる事わなけれど
1389,14,14,,,"This time, within three days, no one knows what you will hear in the talk of the world step by step.",konotabi wa mikka no uchi ni dandan to   sekai no hanashi nani o kiku yara,このたびわ三かのうちにたん／＼と,せかいのはなしなにをきくやら
1390,14,15,,,"From now on, Tsukihi will work day after day. There is no knowing what work I shall do.",korekara wa nichinichi Tsukihi hataraku de   donna shigoto o suru ya shiren de,これからハにち／＼月日はたらくで,とんなしごとをするやしれんで
1391,14,16,,,"Never think in the least that curses, demons, or evil spirits exist in this world.",kono yo ni kamai tsukimono bakemono mo   kanarazu aru to sarani omouna,このよふにかまいつきものばけものも,かならすあるとさらにをもうな
1392,14,17,,,I shall clear away all the regret of Tsukihi which has piled up mountainously until now.,imamade ni Tsukihi zannen yamayama to   tsumorite aru o mina harasu de na,いまゝでに月日ざんねん山／＼と,つもりてあるをみなはらすでな
1393,14,18,,,"To explain how it will be cleared away: I, Tsukihi, shall do all that I intend.",kono harashi doshite harasu koto naraba   Tsukihi no kokoro mina shite miseru,このはらしどふしてはらす事ならば,月日の心みなしてみせる
1394,14,19,,,Many days have passed since I began this world. Yet perhaps you do not know the truth of Tsukihi.,kyomade wa kono yo hajimete hi wa tatedo   Tsukihi shinjitsu mada shiromai na,けふまでハこのよはじめてひわたてど,月日しんちつまだしろまいな
1395,14,20,,,"Whatever is done, is done by Tsukihi. Whatever happens, know that it is not an illness.",dono yona koto demo Tsukihi suru koto ya   ikana koto demo yamai dewa nai,とのよふな事でも月日する事や,いかな事でもやまいでわない
1396,14,21,,1,"Whatever I do to the body, it is not an illness but the care of Tsukihi.",minouchi ni dono yona koto o shita totemo   yamai dewa nai Tsukihi teiri ya,みのうちにとのよな事をしたとても,やまいでわない月日ていりや
1397,14,22,,1,"The world is saying that it is cholera, but it is Tsukihi informing you of the regret.",sekai niwa korera to yute iru keredo   Tsukihi zannen shirasu koto nari,せかいにハこれらとゆうているけれど,月日さんねんしらす事なり
1398,14,23,,1,"Everywhere in the world, people are the same: they only have depressed minds.",sekaiju doko no hito demo onaji koto   izumu bakari no kokoro naredomo,せかいぢうどこの人でもをなぢ事,いつむばかりの心なれとも
1399,14,24,,1,"From now on, firmly replace the mind and become the mind of joyousness.",korekara wa kokoro shikkari irekaete   yokizukume no kokoro naru yo,これからハ心しいかりいれかへて,よふきづくめの心なるよふ
1400,14,25,1,1,The reason Tsukihi began human beings was the desire to see you lead a joyous life.,Tsukihi niwa ningen hajime kaketa no wa   yokiyusan ga mitai yue kara,月日にわにんけんはじめかけたのわ,よふきゆさんがみたいゆへから
1401,14,26,1,,"Because the world does not know this truth, everyone sinks only deeper into depression.",sekai niwa kono shinjitsu o shiran kara   mina dokomade mo izumu bakari de,せかいにハこのしんぢつをしらんから,みなどこまでもいつむはかりで
1402,14,27,,,"Tsukihi desires to bring joyousness to all. If anyone dares to stop this, the regret will grow enormous.",Tsukihi yori yokizukume to yu no o na   kore tometa nara zanen eronaru,月日よりよふきづくめとゆうのをな,これとめたならさねんゑろなる
1403,14,28,,,I request you to understand this talk clearly and to ponder quickly.,kono hanashi dozo shikkari kikiwakete   hayaku shiyan o shite kureru yo,このはなしどふぞしいかりきゝハけて,はやくしやんをしてくれるよふ
1404,14,29,1,1,"Until now, I taught you by the name Tsukihi, but from today I shall use another name.",imamade wa Tsukihi to yute toitaredo   mo kyokara wa namai kaeru de,いまゝでハ月日とゆうてといたれど,もふけふからハなまいかゑるで
1405,14,30,,,"Until today, though the grand shrines and high mountains have thrived and done as they pleased,",kyomade wa taisha takayama habikarite   mamani shite ita koto de aredomo,けふまでハたいしや高山はびかりて,まゝにしていた事であれとも
1406,14,31,,,"From now on, I, the Parent, shall do as I please instead. Defy Me and I shall give a return at once.",korekara wa Oya ga kawarite mamani suru   kore somuitara suguni kayasu de,これからわをやがかハりてまゝにする,これそむいたらすぐにかやすで
1407,14,32,,,Know that the regret of the Parent even before today has not been slight.,kyomade mo Oya no zanen to yu mono wa   chotto no koto dewa nai to omoe yo,けふまてもをやのさねんとゆうものわ,一寸の事でわないとをもゑよ
1408,14,33,,,"Yet at this time, the world is only rampant in all matters, knowing nothing.",konotabi mo mada sekai niwa nani goto mo   habikaru bakari nanimo shirazu ni,このたびもまだせかいにハなに事も,はびかるばかりなにもしらすに
1409,14,34,1,1,"With you humans, also, your children are dear to you. Think of this and ponder, please.",ningen mo kodomo kawai de aro ga na   sore o omote shiyan shite kure,にんけんもこ共かわいであろをがな,それをふもをてしやんしてくれ
1410,14,35,1,1,"Day after day, the concern of the Parent is only about the means to save you.",nichinichi ni Oya no shiyan to yu mono wa   tasukeru moyo bakari omoteru,にち／＼にをやのしやんとゆうものわ,たすけるもよふばかりをもてる
1411,14,36,,,"Unaware of this, everyone in the world thinks that I am intending something evil.",sore shirazu mina sekaiju wa ichiretsu ni   nando ashiki no yoni omote,それしらすみなせかいぢうハ一れつに,なんとあしきのよふにをもふて
1412,14,37,,,"In all matters, think well about the Parent's regret, always being opposed by My own children.",nanimo kamo Oya no zannen yoku omoe   kodomo bakari ni iken shirarete,なにもかもをやのさんねんよくをもへ,こ共はかりにいけんしられて
1413,14,38,,,"From now on, as the Parent is revealed, I shall not take opposition from wherever it may come.",korekara wa donna tokoro no iken demo   Oya ga dete iru ukeru koto nashi,これからわどんなところのいけんでも,をやがでゝいるうける事なし
1414,14,39,,,"This opposition: if anyone becomes rampant and directs it at Me, I shall withdraw at once.",kono iken dono yona mono ga habikarite   yu to omoeba suguni shirizoku,このいけんとのよなものがはひかりて,ゆふとをもゑばすぐにしりぞく
1415,14,40,,,"Whatever I may work, I shall give you as much notice in advance as I possibly can.",dono yona shigoto suru nimo saki i yori   seeippai ni kotowarite oku,とのよふなしごとするにもさきいより,せへいゝはいにことわりてをく
1416,14,41,,,"Until today, though you have been worrying about all matters day after day,",kyomade wa donna koto omo nichinichi ni   shinpai shitaru koto de aredomo,けふまてハどんな事をもにち／＼に,しんばいしたる事であれども
1417,14,42,,,"From tomorrow on, whatever you see and whatever you hear will only give you delight.",asukara wa donna koto oba mita totemo   nani o kiite mo tanoshimi bakari,あすからわどんな事をばみたとても,なにをきいてもたのしみばかり
1418,14,43,,,"Though until this time the high mountains have given directives on every matter,",koremade wa takayama kara wa nanimo kamo   donna sashizu mo uketa naredomo,これまでハ高山からわなにもかも,どんなさしすもうけたなれとも
1419,14,44,,,"Hereafter, it is the Parent who will direct. Nothing said against Me shall I ever accept.",konosaki wa dono yona koto o yuwaretemo   Oya no sashizu ya sarani uken de,このさきハとのよな事をゆハれても,をやのさしすやさらにうけんで
1420,14,45,,,"Until now, as the day has not yet come, I have been keeping still on whatever matters.",imamade wa higara mo chitto kitaran de   donna koto demo jitto shite ita,いまゝでわひがらもちいときたらんで,とんな事てもちいとしていた
1421,14,46,,,"But today, the time is fully pressing. I shall directly do whatever things as I intend.",mo kyo wa hi ga jubun ni tsunde aru   donna koto demo sono mamani suru,もふけふハひがぢうふんにつんである,とんな事でもそのまゝにする
1422,14,47,,,"From now on, everything will be as the Parent intends. Just a word and it will be realized without fail.",korekara wa Oya no omou koto bakari   hito koto yueba kore chigawan de,これからハをやのをもふう事はかり,一事ゆゑばこれちがわんで
1423,14,48,,,"Throughout the world unto its farthest places, no one knows what will happen.",sekaiju ichiretsu wa mina dokomade mo   donna koto oga aru ya shiren de,せかいぢう一れつハみなとこまても,どんな事をがあるやしれんで
1424,14,49,,,"Whatever may happen, there will be nothing to fear, depending on your mind of sincerity.",dono yona koto ga aritemo shinjitsu no   kokoro shidai ni kowai koto nashi,どのよふな事がありてもしんちつの,心したいにこわい事なし
1425,14,50,,,"If only the mind is purified completely, there will be nothing but delight in everything.",kokoro sai sukiyaka sunda koto naraba   donna koto demo tanoshimi bakari,心さいすきやかすんたことならば,どんな事てもたのしみばかり
1426,14,51,,,"If you are of mind to doubt this talk, beware of the paths you may come upon.",kono hanashi utagau kokoro aru naraba   shochi shite iyo donna michi yara,このはなしうたがう心あるならば,しよちしていよとんなみちやら
1427,14,52,,,Everyone throughout the world is a child dear to the Parent. There is no knowing what I may say out of My deep love for you.,sekaiju wa Oya no ta niwa mina kodomo   kawai amarite nani o yu yara,せかいぢうわをやのたあにハみなこ共,かわいあまりてなにをゆうやら
1428,14,53,,,"In this world, whether it be in the high mountains or the low valleys, everyone is a child of Mine, the Parent.",kono sekai takayama nitemo tanisoko mo   Oya no ta niwa kodomo bakari ya,このせかい高山にてもたにそこも,をやのたにわこ共はかりや
1429,14,54,,,"This time, by all means, I must have you know the mind of your true Parent.",konotabi wa nandemo kademo shinjitsu no   Oya no kokoro o shirashitai kara,このたびわなんてもかてもしんぢつの,をやの心をしらしたいから
1430,14,55,,,"If only you have understood it clearly, your life will be filled with joy forever.",kore saika tashikani shochi shita naraba   itsu made ite mo yokizukume ya,これさいかたしかにしよちしたならば,いつまでいてもよふきつくめや
1431,14,56,,,Please become firmly convinced of this path. The Parent requests this of all humankind.,kono michi wa Oya ga tanomiya ichiretsu wa   dozo shikkari shochi shite kure,このみちハをやがたのみや一れつわ,どふそしいかりしよちしてくれ
1432,14,57,,,"Though until today we have passed through every kind of path step by step,",kyomade mo dono yona michi mo dandan to   torinukete wa kitaru naredomo,けふまでもどのよなみちもたん／＼と,とふりぬけてわきたるなれども
1433,14,58,,,"The path from now on will be entirely new and marvelous. If we pass through this path,",korekara no michi wa nandemo mezurashii   kono michi tori nuketa koto nara,これからのみちハなんてもめつらしい,このみちとふりぬけた事なら
1434,14,59,,,"Then the mind of the Parent will spring forth spiritedly, and I shall begin any and every working.",sorekara wa Oya no kokoro ga isami dete   donna koto demo hajime kakeru de,それからハをやの心がいさみでゝ,とんな事でもはじめかけるで
1435,14,60,,,"If only I begin the workings, everyone, whoever one may be, will lean on the Parent.",kore saika hajime kaketaru koto naraba   donna mono demo Oya ni motareru,これさいかはぢめかけたる事ならば,とんなものてもをやにもたれる
1436,14,61,,,"I have been preparing to open this path, but perhaps no one is yet aware of it.",kono michi o tsukeyo tote ni shikoshirae   donna mono demo mada shiromai na,このみちをつけよふとてにしこしらゑ,とんなものてもまたしろまいな
1437,14,62,,,"Now begin! In the course of this path from now on, no danger will come to anyone, whoever one may be.",sa kakare mo korekara no michisuji wa   donna mono demo abunaki wa nai,さあかゝれもふこれからのみちすじハ,とんなものでもあふなきわない
1438,14,63,,,"Though until now I have brought anxiety to those within about various matters,",imamade wa uchi no mono nimo iroiro ni   shinpai kakete kitaru naredomo,いまゝでわうちのものにもいろ／＼に,しんばいかけてきたるなれども
1439,14,64,,,"From tomorrow on, the Parent will go forth a step ahead of you and give a return for every matter.",asukara wa Oya ga ichihana deru hodoni   donna koto demo kayashi shite yaru,あすからハをやが一はなでるほとに,とんな事てもかやしゝてやる
1440,14,65,,,"Today, you must explain My talks to others in detail step by step. The time has at last come.",sa kyo wa nanino hanashi mo dandan to   komakashiku yue mo setsu ya,さあけふわなにのはなしもだん／＼と,こまかしくゆへもふせへつうや
1441,14,66,,,"There will be no understanding about anything unless you tell them. Tell them everything, all in detail.",nani nitemo yuwazu ni ite wa wakaran de   nanika isai o mina yute kikase,なにゝてもゆハすにいてハわからんで,なにかいさいをみなゆてきかせ
1442,14,67,,,Perhaps you do not know what this talk is about. Tell them all about the workings of the Parent.,kono hanashi nanino koto yara shiromai na   Oya no hataraki mina yute oke,このはなしなにの事やらしろまいな,をやのはたらきみなゆうてをけ
1443,14,68,,,Perhaps you do not know what My workings are. I shall make all minds in the world be revealed.,hataraki mo nanino koto yara shiromai na   sekai no kokoro mina arawasu de,はたらきもなにの事やらしろまいな,せかいの心みなあらわすで
1444,14,69,,,To explain how they are to be revealed: each of you will speak it by your own mouth.,kore oba na araware dasu to yu no mo na   meme no kuchi de mina yuikakeru,これをはなあらハれだすとゆうのもな,めゑめゑのくちでみなゆいかける
1445,14,70,,,"Whatever kind of thing it may be, when you speak it by your own mouth, it may be impossible to deny.",dono yona koto demo waga mi kuchi i yori   yu koto naraba zehi wa arumai,どのよふな事てもわがみくちいより,ゆう事ならばぜひハあるまい
1446,14,71,,,"From now on, even if each of you keeps silent, the Parent will enter you and make you begin to speak out.",korekara wa meme ni nanimo yuwai demo   Oya ga irikomi yute kakaru de,これからハめゑめになにもゆハいでも,をやが入こみゆうてかゝるで
1447,14,72,,,"Hereafter, I shall truly begin to sweep clean the heart of everyone of you, whoever you may be.",konosaki wa donna mono demo shinjitsu ni   mune no soji o mina shite kakaru,このさきハどんなものでもしんちつに,むねのそふちをみなしてかゝる
1448,14,73,,,How do you think this sweeping is to be done? There is no knowing how I shall admonish you.,kono soji doshite suru to omou kana   donna iken o suru ya shiren de,このそふぢどふしてするとをもうかな,とんないけんをするやしれんで
1449,14,74,,,"Whatever happens, do not worry. Everything that happens is an admonition by the Parent.",dono yona koto ga aritemo anjina yo   nanika yorozu wa Oya no iken ya,とのよふな事がありてもあんちなよ,なにかよろすわをやのいけんや
1450,14,75,,,"No matter how I try to tell you the truth by words, there is no understanding. Oh, the regret of the Parent...",kuchi saki de nanbo shinjitsu yuta tote   kikiwake ga nai Oya no zannen,くちさきでなんぼしんぢつゆうたとて,きゝわけがないをやのさんねん
1451,14,76,,,"Therefore, the Parent will enter the body. There is no knowing what I shall do.",soreyue ni Oya ga tainai irikonde   donna koto oba suru ya shiren de,それゆへにをやがたいない入こんで,とんな事をばするやしれんで
1452,14,77,,,"However trying your condition may be, it is not an illness but the regret of the Parent.",dono yona setsunai koto ga aritemo na   yamai dewa nai Oya no zanen ya,とのよふなせつない事がありてもな,やまいでわないをやのさねんや
1453,14,78,,,"I do not direct this talk at a particular place. You are all children of Mine, the Parent.",kono hanashi doko no koto tomo yuwan de na   Oya no ta niwa mina waga ko ya de,このはなしどこの事ともゆハんてな,をやのたあにわみなわがこやで
1454,14,79,,,"When the regret of the true Parent comes out, perhaps no one knows the way to settle it.",shinjitsu no Oya no zannen deta naraba   kono osamekata tare mo shiromai,しんぢつのをやのさんねんでたならば,このをさめかたたれもしろまい
1455,14,80,,,"But if you are truly sincere, I shall teach you everything whatever.",kore oba na makoto shinjitsu aru naraba   donna koto demo yute kikasuru,これをばなまことしんぢつあるならば,どんな事でもゆうてきかする
1456,14,81,,,"There is no knowing what I shall say, but should you reject it, I shall withdraw at once.",dono yona koto o yu yara shiren de na   kore somuitara suguni shirizoku,どのよふな事をゆうやらしれんでな,これそむいたらすぐにしりぞく
1457,14,82,,,"Until now, I was stopped from whatever I did. There was nothing but rejection.",koremade wa nani o shita tote tomerarete   somuku bakari no koto de aru kara,これまでハなにをしたとてとめられて,そむくばかりの事であるから
1458,14,83,,,"Today, whatever I may do or whatever I may say, do not reject it.",kyonohi wa dono yona koto o shita totemo   nani o yutemo somuki naki yo,けふの日ハとのよな事をしたとても,なにをゆうてもそむきなきよふ
1459,14,84,,,"I earnestly request you to take this path. The Parent assures you, so there is no need for worry.",kono michi wa kuregure tanomi oku hodoni   Oya ga hikiuke anji nai zo ya,このみちハくれ／＼たのみをくほとに,をやがひきうけあんぢないぞや
1460,14,85,,1,Do not wonder what this is about. I need musical instruments for the Service quickly.,kono koto wa nanino koto ya to omouna yo   Tsutome narimono hayaku hoshii de,この事ハなにの事やとをもうなよ,つとめなりものはやくほしいで
1461,14,86,,1,"Now today, whatever you may do, you need not worry, for the Parent assures you.",mo kyo wa donna koto oba shita totemo   nanimo anjina Oya no ukeyai,もふけふわどんな事をばしたとても,なにもあんぢなをやのうけやい
1462,14,87,,1,"Until now, because they know nothing, those in high places have always forbidden and opposed Me.",imamade wa kami niwa nanimo shiran kara   sashitome bakari iken shitaredo,いまゝでハ上にわなにもしらんから,さしとめはかりいけんしたれど
1463,14,88,,1,"This time, no one will be able to stand against Me. From anyone who is of mind to defy, the Parent will withdraw!",konotabi wa donna mono demo kanawan de   yu kokoro nara Oya ga shirizoku,このたびハどんなものでもかなハんで,ゆう心ならをやがしりぞく
1464,14,89,,1,"On this matter, hasten to resolve your minds firmly and begin quickly.",kono koto o hayaku kokoro o shikkari to   sadame o tsukete hayaku kakare yo,この事をはやく心しいかりと,さだめをつけてはやくかゝれよ
1465,14,90,,1,"Hasten to prepare everything for the Service. Fear nothing, for the Parent gives you assurance.",nanimo kamo hayaku Tsutome no shikoshirae   Oya no ukeyai kowami nai zo ya,なにもかもはやくつとめのしこしらへ,をやのうけやいこわみないぞや
1466,14,91,,1,"On this matter, resolve your minds and ponder. I am in haste to assemble the performers.",kore oba na kokoro sadamete shiyan shite   hayaku ninju no moyo isogu de,これをはな心さだめてしやんして,はやくにんぢうのもよふいそぐで
1467,14,92,1,1,"If you quickly unite your minds and do the Service correctly, the world will settle.",hayabaya to kokoro sorote shikkari to   Tsutome suru nara sekai osamaru,はや／＼と心そろをてしいかりと,つとめするならせかいをさまる
1468,15,1,,,"Until today, I have been biding My time, refraining from speaking out on whatever matters.",kyomade wa nanino koto demo jikkuri to   yuwazu ni itaru koto de aredomo,けふまでわなにの事でもちいくりと,ゆハすにいたる事であれども
1469,15,2,,,"But today, I shall speak out on any and every matter. Please think of the regret of the Parent.",mo kyo wa nandemo kademo yu hodoni   Oya no zannen kore omote kure,もふけふわなんでもかでもゆうほどに,をやのざんねんこれをもてくれ
1470,15,3,,,"Until today, you have been thinking that whatever I said was from a human mind.",kyomade wa nani o yutemo ningen no   kokoro no yoni omote itaredo,けふまてハなにをゆうてもにんけんの,心のよふにをもていたれど
1471,15,4,,,"But now, whatever I may say, do not think in the least that I have a human mind.",sa ima wa nani o yutemo ningen no   kokoro aru towa sarani omouna,さあいまわなにをいうてもにんけんの,心あるとハさらにをもうな
1472,15,5,,,"You do not know what I shall say, but whatever I may say, please comply.",dono yona koto o yu yara shiren de na   nani o yutemo shochi shite kure,とのよふな事をゆうやらしれんでな,なにをゆうてもしよちしてくれ
1473,15,6,,1,"This time, whatever test I may put you through, resolve your mind firmly by it.",konotabi wa donna tameshi o suru yara na   kore de shikkari kokoro sadame yo,このたびハどんなためしをするやらな,これでしいかり心さだめよ
1474,15,7,,,I do not indicate anyone in particular by this talk. It is for each of you to resolve the mind.,kono hanashi tare ga koto tomo yuwan de na   mina meme no kokoro sadame ya,このはなしたれが事ともゆハんてな,みなめゑ／＼の心さだめや
1475,15,8,,1,"However trying your condition may be, the Parent will work to the utmost. Take heart!",ika hodoni setsunai koto ga aritemo na   Oya ga funbaru shochi shite iyo,いかほどにせつない事がありてもな,をやがふんばるしようちしていよ
1476,15,9,,,"From now on, please be firmly convinced of the words of the Parent. There is no need to worry.",korekara wa Oya no yu koto shikkari to   shochi shite kure anji nai zo ya,これからハをやのゆう事しいかりと,しよちしてくれあんぢないぞや
1477,15,10,,,"From tomorrow, the Parent will begin the workings. Perhaps there will be no one able to defy Me.",asukara wa Oya ga hataraki suru hodoni   donna mono demo somuki dekemai,あすからハをやがはたらきするほどに,どんなものでもそむきでけまい
1478,15,11,,,"Forty-three years ago, the Parent became revealed and has been teaching even until now.",imamade mo yonju san nen izen kara   Oya ga araware hajime kaketa de,いまゝでも四十三ねんいせんから,をやがあらハれはじめかけたで
1479,15,12,,,"Yet until today, despite My many regrets, I have been keeping still.",kyomade wa taite zanen mo iku tabi mo   jitto shite ita koto de aredomo,けふまてハたいてさねんもいくたびも,ちいとしていた事であれども
1480,15,13,,,"Now today, though I have been holding back, the stomach of Tsukihi has burst open.",sa kyo wa Tsukihi no hara ga hajiketa de   shikaete itaru koto de aredomo,さあけふハ月日のはらがはぢけたで,しかゑていたる事であれども
1481,15,14,,,"Until now, with the thought that you are neighbors, I have been quiet in restraint.",imamade wa mura ya to omote jikkuri to   mada osamarite itaru naredomo,いまゝでわ村やとをもてちいくりと,まだをさまりていたるなれとも
1482,15,15,,,"But this time, I shall discern your mind, whoever you are, and begin to work at once.",konotabi wa dono yona kokoro iru mono mo   misadame tsukete suguni hataraku,このたびハとのよな心いるものも,みさだめつけてすぐにはたらく
1483,15,16,1,1,"Though regret is so piled up within Me, I shall save all of you according to your minds.",kora hodoni zanen tsumorite aru keredo   kokoro shidai ni mina tasukeru de,こらほどにさねんつもりてあるけれど,心しだいにみなたすけるで
1484,15,17,1,1,"However high My regret is piled, I shall work, holding fast to the utmost.",ika hodoni zanen tsumorite aru totemo   funbari kirite hataraki o suru,いかほどにさねんつもりてあるとても,ふんばりきりてはたらきをする
1485,15,18,,,"Today, there is no knowing what I may say. I shall reveal all the regret of the Parent.",kyonohi wa nani o yu yara shiren de na   Oya no zannen mina arawasu de,けふの日ハなにをゆうやらしれんでな,をやのざんねんみなあらわすで
1486,15,19,,,"Though until now no one has known the truth of the human mind,",imamade wa hito no kokoro no shinjitsu o   shiritaru mono wa sarani nakeredo,いまゝでわ人の心のしんちつを,しりたるものハさらになけれど
1487,15,20,,,"Now today, whoever you may be, I shall clearly reveal your true innermost heart.",sa kyo wa donna mono demo shinjitsu no   mune no uchi oba tashika arawasu,さあけふハどんなものでもしんちつの,むねのうちをばたしかあらハす
1488,15,21,,,"If only it is revealed entirely, the sweeping of the heart will be accomplished of itself.",kore saika mina arawashita koto naraba   mune no soji ga hitori dekeru de,これさいかみなあらハした事ならば,むねのそふぢがひとりでけるで
1489,15,22,,,"From today on, whatever talks I shall begin and whatever I shall say, please comply.",kyokara wa donna hanashi o shikaketemo   nani o yutemo shochi shite kure,けふからハとんなはなしをしかけても,なにをゆうてもしよちしてくれ
1490,15,23,,,There is no knowing what I shall say step by step. I shall carry out My intentions on whatever things.,dandan to nani o yu yara kore shiren   donna koto demo omowaku o suru,たん／＼となにをゆうやらこれしれん,とんな事てもをもわくをする
1491,15,24,,,"From forty-three years ago until now, I have caused your leg torment. This is My worry.",imamade wa yonju-san nen izen kara   ashi o nayameta kore ga shinpai,いまゝてハ四十三ねんいせんから,あしをなやめたこれがしんはい
