verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
1181,12,108,,,"Como ninguém conhece esse fato, a incompreensão é o pesar de Deus.",But there is no one who knows this. That there is no understanding is the regret of God.,sono koto o tare demo shiranu koto ya kara   wakari nai no ga Kami no zannen,その事をたれてもしらぬ事やから,わかりないのが神のさんねん,その事を誰でも知らぬ事やから   分かり無いのが神の残念,"As it is a matter which no one has ever known, you cannot understand it. This is indeed the cause of the regret of God."
1182,12,109,,,Não há algum meio para purificar realmente o espírito de todos?,Is there not a way that the minds of all of you can be truly purified?,kono kokoro dozo shinjitsu ichiretsu no   kokoro sumasuru moyo nai ka yo,この心どふぞしんちつ一れつの,心すまするもよふないかよ,この心どうぞ真実一列の   心澄まする模様無いかよ,How can I find by any means the way to purify truly the minds of all of you equally?
1183,12,110,,,"Se ao menos o espírito compreender logo, apresentarei a prova tal qual, prontamente.","If only your minds quickly become open to reason, I shall show you the proof at once.",kokoro sai hayaku wakarita koto naraba   sono mama suguni shoko dasu no ni,心さいはやくハかりた事ならば,そのまゝすぐにしよこだすのに,心さい早く分かりた事ならば   その侭直ぐに証拠出すのに,"If only your minds become open to reason, I will put forth the evidence at once."
1184,12,111,,,"Até agora, estive ouvindo quaisquer mentiras, mas, doravante, já não as ouvirei.","Until now, I have listened to all kinds of falsehood, but from now on I shall hear them no more.",imamade wa dono yona uso mo kiite ita   mo korekara wa uso wa kikan de,いまゝでハとのよなうそもきいていた,もふこれからハうそハきかんで,今迄はどの様な嘘も聞いて居た   もうこれからは嘘は聞かんで,"Until now I have heard whatever kind of falsehood, but henceforth no falsehood shall be heard."
1185,12,112,,,"Doravante, aquele que mentir se tornará também mentira. Estão cientes disto?","From now on, if you speak falsely, you yourself will become false. Beware!",korekara wa uso o yu tara sono mono ga   uso ni naru nomo kore ga shochi ka,これからハうそをゆうたらそのものが,うそになるのもこれがしよちか,これからは嘘を言うたらその者が   嘘になるのもこれが承知か,"Henceforth, if you tell a falsehood, you yourself shall also become false. Are you aware of it?"
1186,12,113,,,"Tsukihi detesta a mentira e a lisonja. Doravante, Tsukihi se retirará.","Tsukihi dislikes falsehood and flattery. If you persist, Tsukihi will withdraw.",Tsukihi niwa uso to tsuisho kore kirai   konosaki naru wa Tsukihi shirizoku,月日にハうそとついしよこれきらい,このさきなるわ月日しりぞく,月日には嘘と追従これ嫌い   この先なるは月日退く,"I, Tsukihi, dislike falsehood and flattery. If you persist in them, God will withdraw."
1187,12,114,,,"Por isso, vim adiando mesmo por um dia e tolerando quase tudo, seja o que for.","Therefore, I have postponed yet another day, overlooking almost all of them.",soreyue ni ichi nichi narito hi o nobashi   taitei nanimo miyurushite ita,それゆへに一日なりとひをのばし,たいていなにもみゆるしていた,それ故に一日なりと日を延ばし   大抵何も見許して居た,"Therefore I have postponed yet another day, and overlooked most of them."
1188,12,115,,,"O que pensam, desta vez, sobre o fato de dizer que desejo apresentar logo a prova?",I say that I desire to show the proof quickly at this time. What do you think of My words?,konotabi no hayaku shoko dashitai to   yute iru no o nanto omou zo,このたびのはやくしよこふだしたいと,ゆうているのをなんとをもうぞ,この度の早く証拠を出したいと   言うて居るのを何と思うぞ,"What do you think of My words, that at this time I want to produce the evidence quickly?"
1189,12,116,,,"O que pensam ser esta prova? Certamente, a experiência no seu corpo.",What do you think the proof is to be? I have put a clear test on the body.,shoko mo doyu koto ni omou kana   minouchi yori ni tashika tameshi o,しよこふもとふゆう事にをもうかな,みのうちよりにたしかためしを,証拠もどういう事に思うかな   身の内よりに確か試しを,What do you think the evidence is? I will surely prove it by a test on your body.
1190,12,117,,,Saibam realmente que esta provação do pesar de Tsukihi não é coisa insignificante.,About this test: know that the regret of Tsukihi is no small matter.,kono tameshi makoto Tsukihi no zannen wa   yoi naru koto de nai to omoe yo,このためしまこと月日のさんねんわ,よいなる事でないとをもゑよ,この試し真月日の残念は   容易なる事で無いと思えよ,"Concerning this test I, Tsukihi, harbor regret which is far from slight. Remember it well!"
1191,12,118,,1,"Tsukihi fez sofrer, torcendo o seu corpo o qual não tinha deficiência em parte alguma.",A body that had no disorder anywhere: Tsukihi bent it and caused you much trouble.,minouchi ni doko ni fusoku no nai mono ni   Tsukihi igamete kuro kaketa de,みのうちにとこにふそくのないものに,月日いがめてくろふかけたで,身の内に何処に不足の無い者に   月日歪めて苦労掛けたで,"I, Tsukihi, made you lame, though you had to that time no bodily defect at all. This has given you much trouble."
1192,12,119,,1,"Desde há trinta e nove anos, dei-lhe muitas preocupações, sofrimentos e aflições.","The time was thirty-nine years ago. Since then, I have given you worries, troubles, and suffering.",nengen wa sanju ku nen mo izen nite   shinpai kuro nayami kaketa de,ねんけんハ三十九ねんもいせんにて,しんばいくろふなやみかけたで,年限は三十九年も以前にて   心配苦労悩み掛けたで,"That was thirty-nine years ago. Ever since, I have caused you much anxiety, troubles and worries."
1193,12,120,,,"Por isso, é natural que esteja duvidando a respeito de todas as coisas que Tsukihi diz.","Because of it, you doubt all the words of Tsukihi. It is not unreasonable.",soreyue ni Tsukihi yu koto nani goto mo   utagote iru kore muri de nai,それゆへに月日ゆう事なに事も,うたこふているこれむりでない,それ故に月日言う事何事も   疑うて居るこれ無理で無い,"Therefore you are doubting whatever words I, Tsukihi, may say. But, it is natural."
1194,12,121,,,"Desta vez, o preparo para clarear completamente o íntimo deste coração é o mais importante.","This time, I am preparing to clear up your innermost heart. This is the first matter.",konotabi wa kono mune no uchi sukiyaka ni   harasu moyo ya kore ga daiichi,このたびハ此むねのうちすきやかに,はらすもよふやこれがだい一,この度はこの胸の内清きやかに   晴らす模様やこれが第一,This time I am preparing to clear up your innermost heart. This is the prime matter.
1195,12,122,,,"Seja qual for a explanação, caso não atrair firmemente este espírito para o lado de Tsukihi...","Unless your mind is turned toward Tsukihi, any talk will be to no avail.",kono kokoro Tsukihi no ho e shikkarito   tsuken koto niwa donna hanashi mo,この心月日のほふゑしいかりと,つけん事にハどんなはなしも,この心月日の方へ確りと   付けん事にはどんな話も,"Unless I attract your mind to Tsukihi, any talk shall be to no avail."
1196,12,123,,,"O que quer que seja realizado, tudo se deve a Tsukihi; no entanto, não há quem saiba disso.","Everything that has been done is all by Tsukihi, but there is perhaps no one who knows this.",ika naru no koto o shitaru mo mina Tsukihi   konna koto oba tare mo shiromai,いかなるの事をしたるもみな月日,こんな事をばたれもしろまい,如何なるの事をしたるも皆月日   こんな事をば誰も知ろまい,"It is all I, Tsukihi, who have done whatever kinds of things. Perhaps no one is aware of it."
1197,12,124,,,"No dia de hoje, mostrarei imediatamente a prova, não tendo tempo nem para um relance.","Today, there will be no time even to look aside. I shall show you the proof quickly.",kyonohi wa yokome furu ma mo nai hodoni   hayaku shoko dashite miseru de,けふの日ハよこめふるまもないほどに,はやくしよこふだしてみせるで,今日の日は横目振る間も無い程に   早く証拠を出して見せるで,"Today there will be no time even for a side glance, because I will produce the evidence at once."
1198,12,125,,,"Vendo isto, seja quem for, convença-se. Qualquer explanação, tudo é segundo este princípio.","When you see it, be convinced, whoever you are. All of My talks proceed in this way.",kore mitara donna mono demo tokushin se   nanino hanashi mo mina kono dori,これみたらとんなものでもとくしんせ,なにのはなしもみなこのどふり,これ見たらどんな者でも得心せ   何の話も皆この通り,"Looking at this, you must become convinced of the truth, whoever you may be. Any and every talk shall be realized in this manner."
1199,12,126,,,"Quanto ao pesar de até agora, não é um fato que se possa expressar em palavras.",My regret up till now is not something that can be told in words.,imamade no kono zannen to yu mono wa   kuchi de yu yona koto de nai zo ya,いまゝでのこのさんねんとゆうものわ,くちでゆうよな事てないぞや,今迄のこの残念と言うものは   口で言う様な事で無いぞや,"My regret which has piled up to the present is not slight, so it cannot be expressed by word of mouth."
1200,12,127,,,"Até agora, vim passando por muitos pesares. Desta vez, se isto for dissipado,","Until now, I have passed through a mountain of regrets. If I clear them away at this time,",imamade wa yamayama zanen torinuke   konotabi kore o harashi taru nara,いまゝでハ山／＼さねんとふりぬけ,このたびこれをはらしたるなら,今迄は山々残念通り抜け   この度これを晴らしたるなら,"Until now I have been passing through a mountainous regret. If only I can clear it all away this time,"
1201,12,128,,,"Então, seja qual for a doença e o fato, salvarei todos.","Thereafter, whatever illness or whatever else may be troubling you, you shall be saved from them all.",ato naru wa donna yamai mo ika naru no   koto de aro ga mina tasukeru de,あとなるハどんなやまいもいかなるの,事であろふがみなたすけるで,後なるはどんな病も如何なるの   事で有ろうが皆救けるで,"Thereafter I will save you from any and every kind of disease or trouble, however serious it may be."
1202,12,129,,,"Se deixar informado ao mundo inteiro a respeito da origem dos seres humanos,","If I should make the origin of human beings known to the whole world,",kono yo no ningen moto o sekaiju   shirashite oita koto de aru nara,このよふのにんけんもとをせかいちう,しらしてをいた事であるなら,この世の人間元を世界中へ   知らして置いた事で有るなら,"If only I can teach the origin of human beings throughout the world,"
1203,12,130,,,"Desde então, realizarei toda e qualquer salvação. Salvarei todos mesmo com uma só palavra.","Then I shall provide any salvation whatever. With but a word, I shall save you all.",sorekara wa donna tasuke mo suru hodoni   hito koto made de mina tasukeru de,それからハどんなたすけもするほとに,一事までゝみなたすけるで,それからはどんな救けもする程に   一言迄で皆救けるで,"Then I will work whatever kind of salvation. Indeed, with a single word I will save you from any and every matter."
1204,12,131,,,"Embora até agora tenha explicado gradual e insistentemente, não entendem a essência.","Until now, though I have repeatedly taught the truth step by step, you do not understand the core.",koremade wa dandan kudoki kotowari o   yute aredomo shin ga wakaran,これまでハたん／＼くどきことハりを,ゆうてあれどもしんかわからん,これ迄は段々口説き断りを   言うて有れども芯が分からん,"Hitherto I have so often tried to persuade and warned you, but you did not understand the core of the truth."
1205,12,132,,,"Quanto a esta essência, o mais importante é a reflexão do íntimo do coração.",To explain what this core is: the pondering of your heart is the primary concern.,kono shin wa doyu koto de aro nara   mune no shiyan o kore ga daiichi,このしんハどふゆう事であろふなら,むねのしやんをこれがたいゝち,この芯はどういう事で有ろうなら   胸の思案をこれが第一,What is the core? You may wonder. It is most important to ponder over in your heart.
1206,12,133,,,"Seja em que for, se o coração e a boca diferirem, é impossível corresponder à intenção de Deus.","If the heart and the mouth differ in any matter, never will it accord with the mind of God.",nani nitemo mune to kuchi to ga chigote wa   Kami no kokoro ni kore wa kanawan,なにゝてもむねとくちとがちこふてハ,神の心にこれハかなわん,何にても胸と口とが違うては   神の心にこれは適わん,"On whatever kinds of matters, if there is a discrepancy between your heart and mouth, it will never comply with the intention of God."
1207,12,134,,,"Se a sinceridade não corresponder à intenção de Deus, por mais que dedique o espírito...","If your sincerity does not accord with the mind of God, in vain is devotion, however great it may be.",shinjitsu ga Kami no kokoro ni kanawaneba   ika hodo kokoro tsukushitaru tomo,しんちつが神の心にかなハねば,いかほど心つくしたるとも,真実が神の心に適わねば   如何程心尽くしたるとも,"If your sincerity does not comply with the intention of God, all shall be done in vain, however earnestly you may exhaust yourself."
1208,12,135,,,"Quanto a isto, por mais que alguém peça insistentemente, não será aceito. Tsukihi se retirará.","On this one matter, whoever may come and however he may plead, it cannot be accepted. Tsukihi will withdraw.",kore bakari ika hodo tare ga sodan mo   totemo kanawan Tsukihi shirizoku,こればかりいかほどたれがそふたんも,とてもかなハん月日しりぞく,こればかり如何程誰が相談も   とても適わん月日退く,"Just this, whoever may come to consult, he will not be heard. My anger being so severe, I, Tsukihi, will only withdraw."
1209,12,136,,,"Ouçam bem o que Deus diz. Em tudo que for dito, não há erro algum.","In any matter, listen closely to the words of God. In whatever I say, there is never a mistake.",nanimo kamo Kami no yu koto shikato kike   nani o yutemo chigau koto nashi,なにもかも神のゆう事しかときけ,なにをゆうてもちがう事なし,何もかも神の言う事確と聞け   何を言うても違う事無し,"Listen attentively to whatever words I, God, may say! Nothing which I have ever said shall fail to appear."
1210,12,137,,,No desejo sincero de ensinar a salvação extraordinária é que se diz todas as coisas.,I truly desire to teach you marvelous salvation. That is why I tell you everything whatever.,shinjitsu ni mezurashi tasuke oshietasa   sokode dono yona koto mo yu no ya,しんちつにめつらしたすけをしへたさ,そこでとのよな事もゆうのや,真実に珍し救け教えたさ   そこでどの様な事も言うのや,"As I desire to teach you the truly remarkable salvation, I tell you any and everything."
1211,12,138,,,Desejo ensinar sobre todas as coisas inexistentes desde quando iniciei este mundo.,I desire to teach you everything that has been unknown since I began this world.,kono yo o hajimete karani nai koto o   donna koto omo oshietai kara,このよふを初てからにない事を,どんな事をもをしへたいから,この世を初めてからに無い事を   どんな事をも教えたいから,"As I desire to teach you any and everything which has never existed since the creation of this world,"
1212,12,139,,,Devem estar sempre plenamente cientes da verdade da origem real deste mundo.,You must clearly understand the truth concerning the real origin of this world.,kono yo no honmoto naru no shinjitsu o   shikkari shochi seneba ikan de,このよふのほんもとなるのしんちつを,しいかりしよちせねばいかんで,この世の本元なるの真実を   確り承知せねばいかんで,You must not remain without firm conviction of the truth of the real origin of this world.
1213,12,140,,,"Seja de onde for, não há absolutamente quem tenha conhecido plenamente esta origem.",There is perhaps no one anywhere who knows this origin clearly.,kono moto o shikkari shirite iru mono wa   doko no mono demo sarani arumai,このもとをしいかりしりているものハ,とこのものでもさらにあるまい,この元を確り知りて居る者は   何処の者でも更に有るまい,There shall be found no one who knows of this origin clearly even if you search after one any and everywhere.
1214,12,141,,,"Desta vez, explicarei a verdade real. O que quer que diga, fiquem plenamente cientes.","At this time, I shall tell you the real truth. Whatever I say, you must understand clearly.",konotabi wa honshinjitsu o yute kikasu   nani o yutemo shikato shochi se,このたびハほんしんちつをゆてきかす,なにをゆうてもしかとしよちせ,この度は本真実を言うて聞かす   何を言うても確と承知せ,"This time I will tell you the real truth of this origin. Understand it surely, whatever I may say!"
1215,12,142,,1,Os instrumentos da criação dos seres humanos na Residência são Izanagui e Izanami.,"Among the instruments used in the beginning of human beings at this Residence, Izanagi and Izanami,",kono yashiki ningen hajime dogu wa na   Izanagiii to Izanami to nari,このやしきにんけんはじめどふぐハな,いざなぎいゝといざなみとなり,この屋敷人間初め道具はな   いざなぎといざなみとなり,"In this Residence, the instruments for the creation of human beings are Izanagi and Izanami."
1216,12,143,,1,"Tsukiyomi, Kunissazuti, Kumoyomi e Kashikone são os primeiros instrumentos.","Tsukiyomi, Kunisazuchi, Kumoyomi, and Kashikone are the primary instruments.",Tsukiyomi to Kunisazuchii to Kumoyomi to   Kashikonee to ga ichi no dogu ya,月よみとくにさづちいとくもよみと,かしこねへとが一のとふぐや,つきよみとくにさずちとくもよみと   かしこねとが一の道具や,"Tsukiyomi, Kunisazuchi, Kumoyomi and Kashikone are each the prime instruments."
1217,12,144,,1,"Além deles, o chamado Otonobe é o instrumento principal do cultivo e colheita.","Then, the one called Otonobe is the primary instrument for the crops.",soreyori mo Otonobee to yu no wa na   kore wa ryuke no ichi no dogu ya,それよりもをふとのべへとゆうのハな,これわりゆけの一のどふくや,それよりもおおとのべと言うのはな   これは立毛の一の道具や,Then Otonobe is the prime instrument for the harvest.
1218,12,145,,1,O instrumento seguinte chamado Taishokuten é a tesoura do mundo.,"Next, the one called Taishokuten is the scissors of the world.",tsugi naru wa Taishokuten to yu no wa na   kore wa sekai no hasami naru zo ya,つきなるハたいしよく天とゆうのハな,これわせかいのはさみなるぞや,次なるはたいしょくてんと言うのはな   これは世界の鋏なるぞや,Next Taishokuten is the scissors in the world.
1219,12,146,,,"Até o presente, reunindo todos os instrumentos, passei por diversos caminhos.","Until this time, calling together all the instruments, I have passed through every kind of path.",koremade wa dogu issai mina yosete   dono yona michi mo torinuketa de,これまでハどふぐいゝさいみなよせて,とのよなみちもとふりぬけたで,これ迄は道具一切皆寄せて   どの様な道も通り抜けたで,"Hitherto calling together all necessary instruments, I have passed through whatever kinds of ways full of hardships."
1220,12,147,,,"Doravante, discernindo os instrumentos reunidos, apressarei apenas o preparo para instruí-los.","Hereafter, I shall distinguish the instruments called together and hasten preparations to train them.",konosaki wa yoseta dogu o miwake shite   shikomu moyo o isogu bakari ya,このさきハよせたどふぐをみハけして,しこむもよふをいそぐばかりや,この先は寄せた道具を見分けして   仕込む模様を急ぐばかりや,Henceforth I will distinguish the instruments called together and hasten single-heartedly to train them.
1221,12,148,,,"Não pensem onde estão estas pessoas, existem duas com idade de onze anos.","Do not wonder where they can be found. Here are two, both eleven years old.",kono mono wa doko ni aru ya to omouna yo   toshi wa ju ichi ni nin iru zo ya,このものハとこにあるやとをもうなよ,としわ十一二人いるぞや,この者は何処に有るやと思うなよ   年は十一二人居るぞや,Never wonder where these persons shall be found! Here are two boys both aged eleven years.
1222,12,149,,,Estas pessoas são: o instrumento da criação dos seres humanos e o da proteção do cultivo e colheita em geral.,One is an instrument used to begin human beings. The other is for the providence for all crops.,kono nin wa ningen hajime kaketaru to   ryuke issai shugo dogu ya,この人ハにんけんはじめかけたると,りうけいゝさいしゆごふどふぐや,この人は人間初め掛けたると   立毛一切守護道具や,"One of them has the affinity to the instrument of the creation of human beings, and the other to the instrument that protects all crops."
1223,12,150,,,"No dia de hoje, digo todas e quaisquer coisas. O que quer que diga, fiquem cientes.","Today, I shall speak about any and all matters. Whatever I say, understand Me, please.",kyonohi ni dono yona koto mo yu hodoni   nani o yutemo shochi shite kure,けふの日にどのよな事もゆうほどに,なにをゆうてもしよちしてくれ,今日の日にどの様な事も言う程に   何を言うても承知して呉れ,"Today I will tell you any and everything. Please understand well, whatever I may say!"
1224,12,151,,,"Embora houvesse até agora tanta intenção de Deus, esteve reservado por não ter chegado o dia.","Even until now, there were many intentions of God, but as the day had not come, I have held back.",imamade mo Kami no omowaku mama aredo   hi ga kitaran de shikae itaru de,いまゝでも神のをもハくまゝあれど,ひがきたらんでしかゑいたるで,今迄も神の思惑深く有る   日が来たらんで控え居たるで,"Hitherto also, I, God, often desired to speak My intentions. But, as the day had not yet come, I have been holding back."
1225,12,152,,,"Por já estar o dia se tornando iminente, deixo explanado acerca de todas as coisas.","But as the day is pressing step by step, I shall give you all of My teachings.",dandan to mo hi ga tsumari kiru kara wa   donna koto demo yute oku zo ya,だん／＼ともふひがつまりきるからハ,どんな事でもゆうてをくぞや,段々ともう日が詰り切るからは   どんな事でも言うて置くぞや,"But now step by step the day is pressing, so I will tell you any and everything beforehand."
1226,12,153,,,"Até o presente, seja quem for, da mesma maneira, todos duvidaram de tudo que foi dito.","Until now, people everywhere have been alike. Whatever I said, all was doubted.",koremade wa doko no hito demo onaji koto   nani o yutemo mina utagote,これまでハどこの人でもをなじ事,なにをゆうてもみなうたごふて,これ迄は何処の人でも同じ事   何を言うても皆疑うて,"Until now everyone everywhere has equally doubted My words, whatever I may say."
1227,12,154,,,"Desta vez, por se tratar da verdade real, se a isto contrariarem, devolverei prontamente.","This time, it is the real truth. If you turn away from it, I shall give you a return at once.",konotabi wa honshinjitsu de aru karani   kore somuitara suguni kayasu de,このたびハほんしんぢつであるからに,これそむいたらすぐにかやすで,この度は本真実で有るからに   これ背いたら直ぐに返すで,"But this time it is the absolute truth. So, if you stand against Me, I will give a return at once."
1228,12,155,,,"No mundo, embora estejam desejando chuvas, ninguém conhece acerca de sua origem.","In the world, there are those who desire rain, but perhaps no one knows its origin.",sekai niwa ame o hoshii to omota tote   kono moto naru o tare mo shiromai,せかいにわあめをほしいとをもたとて,このもとなるをたれもしろまい,世界には雨を欲しいと思うたとて   この元なるを誰も知ろまい,There are people in the world who want rain. But perhaps there is no one who knows the origin of it.
1229,12,156,,,"Começarei a explanar claramente esta origem, se ficarem cientes de todas as coisas.",I shall begin to tell you clearly about this origin. If only you would understand all that I say...,kono moto o shikkari yute kakaru kara   donna koto demo shochi suru nara,このもとをしいかりゆうてかゝるから,どんな事でもしよちするなら,この元を確り言うて掛かるから   どんな事でも承知して呉れ,"Now I will begin to tell you clearly about this truth. If only you understand My words, whatever I may say,"
1230,12,157,,,"Hoje, faço a explanação não tida desde o início deste mundo. O que quer que diga, peço que a ouçam.","Today, a talk never given since this world began: please listen to whatever I say.",kyonohi wa kono yo hajimete nai hanashi   nani o yutemo kore kiite kure,けふの日ハこのよはじめてないはなし,なにをゆうてもこれきいてくれ,今日の日はこの世初めて無い話   何を言うてもこれ聞いて呉れ,"Today I will give you a talk which no one has ever heard since the creation. So, please listen to Me, whatever I may say!"
1231,12,158,,,"Embora digam que este é o mundo de Deus, não conhecem a essência de todas as coisas.","Though you are saying that this world is the world of God, you do not know the core of all matters.",kono yo wa Kami no sekai to yui nagara   donna koto demo shin wa shiran de,このよふわ神のせかいとゆいながら,どんな事でもしんわしらんで,この世は神の世界と言いながら   どんな事でも芯は知らんで,"Even though you say that this is the world of God, you know nothing of the core of the truth of whatever things."
1232,12,159,,,"Mostrarei esta essência com sinceridade verdadeira. Vendo-a, convençam-se todos.","I shall truly manifest this core. When you see it, be convinced, all of you.",kono shin o makoto shinjitsu shite miseru   kore mita naraba mina tokushin se,このしんをまことしんぢつしてみせる,これみたならばみなとくしんせ,この芯を誠真実して見せる   これ見たならば皆得心せ,"I will truly and really manifest this core of the truth. Looking at this, become convinced of it, all of you!"
1233,12,160,,,"Qualquer coisa que se realize, é tudo Tsukihi. O que quer que diga, também, é tudo Tsukihi.","Whatever is done, it is all by Tsukihi. Whatever is said, also, is all by Tsukihi.",dono yona koto o suru no mo mina Tsukihi   nani o yu no mo mina Tsukihi ya de,どのよふな事をするのもみな月日,なにをゆうのもみな月日やで,どの様な事をするのも皆月日   何を言うのも皆月日やで,"Whatever I may do or say, it is all from the intention of Tsukihi."
1234,12,161,,,"Desta vez, revelarei todas as coisas inexistentes desde quando iniciei este mundo.","This time, I shall manifest all things which have never existed since the world began.",konotabi wa kono yo hajimete nai koto o   donna koto demo mina arawasu de,このたびハこのよはじめてない事を,どんな事でもみなあらわすで,この度はこの世初めて無い事を   どんな事でも皆現すで,This time I will manifest whatever things which have never existed since the creation of this world.
1235,12,162,,,"Tsukihi, mantendo-se abrigado no corpo humano, não se sabe que trabalhos poderá realizar.",Tsukihi is dwelling within the body. There is no knowing what workings I shall do.,Tsukihi niwa tainai yori mo komori ite   donna shigoto o suru ya shiren de,月日にわたいないよりもこもりいて,どんなしごとをするやしれんで,月日には体内よりも篭り居て   どんな仕事をするや知れんで,"Being inside your bodies, I, Tsukihi, will work whatever things which no one can foresee."
1236,12,163,,,"Qualquer que seja o sonho, é tudo Tsukihi. A realidade é também tudo Tsukihi.","Whatever you may dream, it is all by Tsukihi. The reality seen, also, is all by Tsukihi.",dono yona yume o miru no mo mina Tsukihi   makoto miru no mo mina Tsukihi ya de,どのよふなゆめをみるのもみな月日,まことみるのもみな月日やで,どの様な夢を見るのも皆月日   真見るのも皆月日やで,"Whatever things you may dream or actually see, they are all the providence of Tsukihi."
1237,12,164,,,"Até o presente, nunca disse a respeito da origem da água deste mundo.",Never yet have I spoken about the origin of water in this world.,kono yo no mizu no moto naru koto oba na   mada koremade wa yuta koto nashi,このよふの水のもとなる事をばな,まだこれまでわゆうた事なし,この世の水の元なる事をばな   未だこれ迄は言うた事無し,I have never told you yet the true origin of the water of this world.
1238,12,165,,,"Desta vez, a respeito da verdade real da água, não sabem que explanação poderei fazer.","This time, on the real truth of water, there is no knowing what kind of talk I shall give.",konotabi wa honshinjitsu no mizu no koto   donna hanashi o suru ya shiren de,このたびハほんしんぢつの水の事,どんなはなしをするやしれんで,この度は本真実の水の事   どんな話をするや知れんで,This time there is no knowing what kind of talk I may begin on the true origin of water.
1239,12,166,,,"Começarei a dizer certamente sobre esta origem, porém, não posso dizer enquanto estiverem no nível comum.","I shall begin to tell you about this origin clearly, but I cannot tell it as long as you think in common worldly ways.",kono moto o tashikani yute kakaru kara   sekainami naru koto de yuwaren,この元をたしかにゆうてかゝるから,せかいなみなる事でゆハれん,この元を確かに言うて掛かるから   世界並なる事で言われん,"But, this time I am going to tell you about this origin surely. So I cannot tell it as long as you think in worldly ways."
1240,12,167,,,"De hoje em diante, começo a dizer todas as coisas. O que quer que diga, ouçam-me atentamente.","From today, I shall begin to tell you about all matters whatever. Listen carefully to whatever I say.",kyokara wa dono yona koto mo yuikakeru   nani o yutemo shikato kiku nari,けふからわどのよな事もゆいかける,なにをゆうてもしかときくなり,今日からはどの様な事も言い掛ける   何を言うても確と聞くなり,From today I begin to tell you any and everything. Listen attentively to whatever I may say!
1241,12,168,,,"Dia a dia, as pessoas dos altos montes procurarão e solicitarão gradualmente o que quer que seja.","Day by day and step by step, those on the high mountains will come to Me to request or inquire whatever things.",nichinichi ni takayama nitewa dandan to   donna koto oba tanomi tazuneru,にち／＼に高山にてわだん／＼と,どんな事をばたのみたつねる,日々に高山にては段々と   どんな事をば頼み尋ねる,"Day by day and step by step, those who are on the high mountains will come to Me to entreat or inquire whatever kinds of things."
1242,12,169,,,"Se ao menos isto for visto, não haverá nenhum perigo no que quer que seja.","When this comes to be, there will be no danger in any matters whatever.",kore saika mie kita naraba dono yona   koto mo abunaki sarani nai zo ya,これさいかみゑきたならばどのよふな,事もあふなきさらにないぞや,これさいか見え来たならばどの様な   事も危なき更に無いぞや,"If only this is realized, there shall be nothing dangerous on whatever kinds of things."
1243,12,170,,,Não se sabe que explanação faço no dia de hoje. Peço que fiquem cientes do que quer que seja.,"Today, there is no knowing what talks I shall give. Please understand whatever I say.",kyonohi wa nanino hanashi o suru yara na   donna koto demo shochi shite kure,けふの日ハなにのはなしをするやらな,どんな事でもしよちしてくれ,今日の日は何の話をするやらな   どんな事でも承知して呉れ,Today there is no knowing what kind of talk I will tell you. Please comply with whatever I say!
1244,12,171,1,,"Seja qual for o espírito de cada um, revelarei tudo seguramente no corpo.",I shall make everything in the mind of each of you clearly manifest on your body.,meme no kokoro minouchi dono yona   koto demo shikato mina arawasu de,めへ／＼の心みのうちどのよふな,事でもしかとみなあらわすで,銘々の心身の内どの様な   事でも確と皆現すで,"Whatever working of each of your minds, I will clearly show it in your bodies."
1245,12,172,1,,"Ao ver isto, seja quem for, a limpeza do coração se realizará realmente por si só.","Whoever you may be, when this is seen, the cleansing of the heart will be truly accomplished of itself.",kore mitara donna mono demo shinjitsu ni   mune no soji ga hitori dekeru de,これみたらどんなものでもしんぢつに,むねのそふちがひとりてけるで,これ見たらどんな者でも真実に   胸の掃除が独り出来るで,"You looking at this, the sweeping of your hearts will be truly accomplished of itself, whoever you may be."
1246,12,173,,,"Desta vez, o que quer que seja, realizarei revelando tudo claramente.","This time, I shall bring all things clearly out into the open and demonstrate My working.",konotabi wa donna koto demo sukiyaka ni   araware dashite mina shite miseru,このたびハどんな事でもすきやかに,あらわれだしてみなしてみせる,この度はどんな事でも清きやかに   現れ出して皆して見せる,"Revealing Myself, this time I will positively manifest whatever kind of My working."
1247,12,174,,,Não há quem conheça o que existe dentro do próprio corpo.,There is perhaps no one who knows what exists inside the body.,tainai ni nani ga aru yara dono yona   mono demo shirita mono wa arumai,たいないになにがあるやらどのよふな,ものでもしりたものわあるまい,体内に何が有るやらどの様な   者でも知りた者は有るまい,"Whoever you may be, you do not know what really exists inside your own body."
1248,12,175,,,"Nesta explanação, vejam o trabalho de Tsukihi. Não sabem o que realizará segundo o espírito de cada um.",About this talk: look at the workings of Tsukihi! There is no knowing what I shall do in accordance with your mind.,kono hanashi Tsukihi no shigoto kore o miyo   kokoro shidai ni nani o suru yara,このはなし月日のし事これをみよ,心しだいになにをするやら,この話月日の仕事これを見よ   心次第に何をするやら,"Now I am talking about the working of Tsukihi. Look at this! I will do whatever working which no one can foresee, in accordance with your mind."
1249,12,176,,,"No dia de hoje, todos estão sem nada saber por permanecerem no nível comum ao mundo.","Today, being aware of nothing, all people remain in a common worldly state.",kyonohi wa nanimo shirazu ni tare nitemo   sekainami naru koto de aredomo,けふの日ハなにもしらすにたれにても,せかいなみなる事であれども,今日の日は何も知らずに誰にても   世界並なる事で有れども,"Today knowing nothing about it, you are all worldly."
